postUrl,keyword,profileUrl,username,caption,hashtags,likes,views,postDate,timeAgo
https://www.instagram.com/p/DO9UlSpEvXG/,fallgardening,https://www.instagram.com/whiteflowerfarm/,whiteflowerfarm,"🍂 Thinking of cutting back your garden this fall? Hold off on these beauties! Many varieties produce nutritious seed heads and their structure provides shelter for birds all winter long. 🐦❄️

✨ Plants to leave standing:
- Agastache
- Andropogon
- Carex (Sedges)
- Coreopsis
- Echinacea 
- Eragrostis (Purple Love Grass)
- Eutrochium (Joe Pye Weed)
- Helenium 
- Heliopsis 
- Liatris 
- Muhlenbergia
- Rudbeckia 
- Sporobolus (Prairie Dropseed)
- Symphyotrichum (Asters) 

💚 By leaving these plants standing, you’re giving birds a winter buffet and adding beauty to your snowy garden.

👉 Save this post to keep the list handy for fall cleanup.
👉 Share it with a friend who gardens to help more birds this winter!

#BirdFriendly #FallGardening #WildlifeHabitat #GardenForBirds","#BirdFriendly,#FallGardening,#WildlifeHabitat,#GardenForBirds",1089,,2025-09-23T20:30:51.000Z,2 w
https://www.instagram.com/p/DPKTJdvEnoE/,fallgardening,https://www.instagram.com/oaktreecottage17/,oaktreecottage17,"It’s a lovely Fall day in my garden. It’s time to stop, sit and enjoy what remains in the gardens before shorter days and the cold sets in. #myperennialgarden #gardenview #gardenvignette #myflowergarden#fallgarden#fallgardening#beautifulgarden#downthegardenpath#gardentea#teatime#tea_cup_tuesday #antiques_r_us #vintage#vintagegarden #vintagegardenstyle","#myperennialgarden,#gardenview,#gardenvignette,#myflowergarden,#fallgarden,#fallgardening,#beautifulgarden,#downthegardenpath,#gardentea,#teatime,#tea_cup_tuesday,#antiques_r_us,#vintage,#vintagegarden,#vintagegardenstyle",693,,2025-09-28T21:25:21.000Z,1 w
https://www.instagram.com/p/DPCBbABgJ6w/,fallgardening,https://www.instagram.com/nashvillegrows/,nashvillegrows,"Just what a little ole urban community garden is capable of.
.
.
#FarmInTheCityNashville #urbancommunitygarden #littlethi gsmatter #nashvillegardening #fallgardening #urbangardening #gardeni ginsmallspaces","#FarmInTheCityNashville,#urbancommunitygarden,#littlethi,#nashvillegardening,#fallgardening,#urbangardening,#gardeni",77,,2025-09-25T16:16:39.000Z,1 w
https://www.instagram.com/p/DPRGfJnDmAv/,fallgardening,https://www.instagram.com/oscseeds/,oscseeds,"Hello, October! 🍂✨

These are my very first homegrown butternut squashes and they’re almost ready to harvest! 🎉

Does my backyard look like a jungle right now? 🌿 YES.

But are these squashes SUPER CUTE? Also, yes. 😍
 
(These are the Honey Baby squash from OSC seeds.)

Bonus: a photo of a dahlia 🌸 that’s been loving the weather lately.

What’s left to harvest in your own garden?

#FallGarden #ButternutSquash #HomegrownHarvest #OctoberVibes #CozySeason #GardenToTable #BackyardGarden #FallGardening #GrowYourOwnFood #GardenJoy","#FallGarden,#ButternutSquash,#HomegrownHarvest,#OctoberVibes,#CozySeason,#GardenToTable,#BackyardGarden,#FallGardening,#GrowYourOwnFood,#GardenJoy",34,,2025-10-01T12:49:24.000Z,1 w
https://www.instagram.com/p/DOY_gOTDls_/,fallgardening,https://www.instagram.com/gardensavvyusa/,gardensavvyusa,"Fall veggies loading … 🍂🍁🍃🫜

Have you started your fall season? Comment below 👇 

#gardensavvy #gardendesign #gardenplanner #gardening #garden #gardener #gardenplanner #gardeninspiration #SpringGardening #GardenDesign #fallplantingseason #fallgardening","#gardensavvy,#gardendesign,#gardenplanner,#gardening,#garden,#gardener,#gardenplanner,#gardeninspiration,#SpringGardening,#GardenDesign,#fallplantingseason,#fallgardening",8,,2025-09-09T17:50:55.000Z,4 w
https://www.instagram.com/p/DIrKMl9xQ22/,fallgardening,https://www.instagram.com/creative.minds4447/,creative.minds4447,"Butternut beauty in the making 🎃🌿
This squash is almost ready for harvest—and there’s nothing quite like growing your own. Butternut squash is easy to grow, stores well, and makes the coziest soups and roasts all fall long.

If you're planning your garden, don’t skip the winter squash section!

#butternutsquash #growyourownveggies #homegarden #wintersquashseason #backyardgardening #vegetablegarden #gardentotable #fallgardening #gardeninglife #squashgoals","#butternutsquash,#growyourownveggies,#homegarden,#wintersquashseason,#backyardgardening,#vegetablegarden,#gardentotable,#fallgardening,#gardeninglife,#squashgoals",30,,2025-04-20T16:02:18.000Z,24 w
https://www.instagram.com/p/DNAuDkbSIkq/,fallgardening,https://www.instagram.com/figmentcottagegardens/,figmentcottagegardens,"Save money, time, and water on bare roots!

You can find so many more varieties of bare roots than live plants. And most perennials ship as bare roots in fall or spring!

Here’s my extended list with varieties I recommend:

Aster: New England (5’), October skies
Astilbe: Visions and Deutschland 
Baptisia: Lemon meringue, ivory, indigo
Bearded iris: Beverly Sills, Sea of Love
Liatris (blazing star)
Bleeding Heart: try the white and red varieties!
Clematis: Sweet Summer Love, Montana Maylene
Coneflower: Melon, Buttercream, Butterfly Kisses
Eryngium: Rattlesnake Master
Echinops: Veitch’s Blue
Foxtail Lily: Shelfords Hybrids Mix, Robustus Pink
Penstemon: Husker Red, Midnight Masquerade 
Peony: Old Faithful, Karl Rosenfeld
Sedum: Night embers
Yarrow: Colorado Mix, Moonshine

What are you planting this fall? Stay tuned for my post about essential bulbs! You can also download my Cottage Cutting Garden Handbook now to prep yourself for fall and winter seed starting for perennials; biennials, and hardy annuals.

#fallgardening #fallgarden #cottagegarden","#fallgardening,#fallgarden,#cottagegarden",2550,,2025-08-06T11:13:01.000Z,9 w
https://www.instagram.com/p/DPh4NGFDFzP/,fallgardening,https://www.instagram.com/marythemini/,marythemini,"MN Garage when there is a frost warning!!! It’s too early, give us more time!  #mnfall #fallinmn #frostadvisory #fall #fallgardening #weneedmoretime #freeze #onlyinmn #mn #minnesota","#mnfall,#fallinmn,#frostadvisory,#fall,#fallgardening,#weneedmoretime,#freeze,#onlyinmn,#mn,#minnesota",18,,2025-10-08T01:11:41.000Z,1 d
https://www.instagram.com/p/DN8JqQhEcG3/,fallgardening,https://www.instagram.com/creeksidegardensil/,creeksidegardensil,"It’s beginning to look and feel like fall around here! Stop by this weekend for a little autumn inspiration! 🎃🌼🍁

#fallgardening #hardymums #chrysanthemum #locallygrownflowers #autumnvibes","#fallgardening,#hardymums,#chrysanthemum,#locallygrownflowers,#autumnvibes",13,,2025-08-29T13:01:41.000Z,5 w
https://www.instagram.com/p/DO00r7oDh8g/,fallgardening,https://www.instagram.com/contained_creations/,contained_creations,"🙋‍♀️Who’s planting fall container gardens this weekend? ➡️ Swipe for some autumn urn inspiration. 

Have questions about any of these designs? Ask below…

#containergardeningideas #fallporchdecor #autumndecor #fallgardening #curbappeal #gardenurns","#containergardeningideas,#fallporchdecor,#autumndecor,#fallgardening,#curbappeal,#gardenurns",1668,,2025-09-20T13:15:07.000Z,2 w
